filename, Bicycle, Bridge, Bus, Car, Chimney, Crosswalk, Hydrant, Motorcycle, Stair, Traffic-Light
Bridge-399-_png.rf.3c606982d093fa7646917be5eeec62dc.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Cross-946-_png.rf.3c6a5e980a19ff0ba40a3d56e58b0edb.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-1689-_png.rf.3c78eeb0c12e1ccdc5e9d8f7bb8f7787.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-2316-_png.rf.3c64b1dbf9977b226504d3edb70c927d.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-176-_png.rf.3ca30e6dd38d2f08b0c835bc2dfbd70f.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Tlight-304-_png.rf.3cb69288aee1073f93ae0caccd2bd906.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Tlight-289-_png.rf.3c802ddc6b75cac739b4d87070688db0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Tlight-805-_png.rf.3ca431eb197cfb93335d89969f0491de.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-2994-_png.rf.3cb3bcedd5052075e91b2d8e535d6702.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bicycle-481-_png.rf.3c97012a1362380ec1813217a39a7937.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Hydrant-136-_png.rf.3cb099af5bb5d830a264e16e1042aef3.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car-2127-_png.rf.3cb1006f111eaeee4f14410a780e4b51.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Tlight-135-_png.rf.3c9aa4c4dca0f31bcb15e553488a94b5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Bus-275-_png.rf.3cc23f14a92262f3da35c87c725cb8a8.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Tlight-414-_png.rf.3c9044c8ec1f6567f5a1883ead6a4adf.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Hydrant-807-_png.rf.3cc4f5189c82aa40416cef704e159044.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car-3065-_png.rf.3cb5bbb976a1007e5a5a0a11f711ec03.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-246-_png.rf.3c6f86e41a9ace4785b193964b95cc2c.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Tlight-216-_png.rf.3c98ce6d5b3f4aaba9e01bf2e443e886.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Tlight-342-_png.rf.3cb6f60326b7d49ae862afd48b7ee84e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Tlight-737-_png.rf.3cb6e1cd2fbde6e98717835b4cda9645.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-2009-_png.rf.3c5ff9b4d417d59725635ee750b205ac.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bus-410-_png.rf.3c5febfb956c80a1e911778170f2ca79.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Car-2776-_png.rf.3ca159a57ca1c2798fd892ed817590a4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Tlight-493-_png.rf.3c5e21ccf5331d300d1eb19ebddb3e54.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-3385-_png.rf.3ccb04b8d15f677bd0548b9aab91ff8f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-826-_png.rf.3ccb7f482356c63490e8107943935189.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Tlight-664-_png.rf.3cd97edce3836c679f17f4ec3275cf52.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-3013-_png.rf.3cd51290d7dffccfd235bc126eca94a4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-2060-_png.rf.3ccfda230e865e01188f9713e08a8509.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-6-_png.rf.3ce974897a6bd9fef4bcf4f8420c8e45.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Bridge-116-_png.rf.3cd1489c2839282491e59dd45e389565.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Car-55-_png.rf.3ce15f839b862e7b8f91bf794739501a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-1425-_png.rf.3cdea8827bfe1a6fcea2742715e30bf1.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-7-_png.rf.3cfaca0b84f555972637b2cc3e2be1ed.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Bus-503-_png.rf.3cf53e48350b108fef3bbba130454dc9.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Tlight-514-_png.rf.3cf3c1db509f69a9eb5bea970a547f80.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Bridge-350-_png.rf.3ce4bc78ccef135334782872bd4e1794.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Bus-242-_png.rf.3d033a409d9e410dec03a09c10403478.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Tlight-553-_png.rf.3cea50f4661aa9989763bef808b72e44.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Bicycle-331-_png.rf.3ce3b1f4698cf5afda167955234e0f19.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Car-3488-_png.rf.3cec097f3d94666e783e9c21c37c3898.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-216-_png.rf.3cd56ae8a79e9fc0fbd664d80ed82c0a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-1868-_png.rf.3ced34c3b3583ebd06bb76ae42e8762a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bus-1225-_png.rf.3cf203fd497648d7f9fe8e945a9a5c1e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Car-2707-_png.rf.3d0b74e5845eb7734f43541c2719fac6.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-1551-_png.rf.3cf91b7ba0c23e27d2d47591e263d21a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bus-164-_png.rf.3d0f6f5f98303957ce310e3370274bd3.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Car-303-_png.rf.3d0c8bb4e1e574d71fcfe627ec30d019.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-537-_png.rf.3cff2bc09066053e14d7ce5e2e839659.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Bus-401-_png.rf.3cef7280fbbaf674ca9c335fe190f152.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Car-1429-_png.rf.3d0c9fd5c0ae8987d12b94c2afe1b2e1.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-3387-_png.rf.3cf5ee6acaae8f036de06948f0a4cec9.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-625-_png.rf.3d107cc9c615194e9e35c80d503c56c4.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car-1146-_png.rf.3d160185f6ede408c07944354db93778.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-717-_png.rf.3d1d154e4a69a431a9685488f8ce15d3.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Tlight-634-_png.rf.3d0964ce690dc7aca5c45f79cc1d4307.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-955-_png.rf.3d11b37fb0c2b3057956e9b8a2f1f9f4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bus-179-_png.rf.3d33cd2eba4239b22d17777a858f2eff.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Bus-610-_png.rf.3d24151b29594ace9fc255c946997356.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Bridge-280-_png.rf.3d36f34a93dd6b244f2739b6d34afade.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Hydrant-885-_png.rf.3d26efd068300ce3c9ed40b685d29951.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car-1768-_png.rf.3d3cd1eb3dfd5df59ab6100218e737ef.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-778-_png.rf.3d3e75c7df5245099e92b61bcd185561.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Hydrant-389-_png.rf.3d46e4f120b7be790701e833024613b5.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car-2615-_png.rf.3d3ecf111751c5101ff86b750e6195b8.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-548-_png.rf.3d1dd08842c5e049b50ed018c4867fcb.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Bus-742-_png.rf.3d4cb330395a24c742f2307c95a3681a.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Car-2088-_png.rf.3d4ae46425915e07efba9c41f56dbb9e.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-1381-_png.rf.3d6789971645b82ac0045d3ecefae2ac.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-700-_png.rf.3d4a5b8d510278606ec71b2b4968cdc0.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Tlight-415-_png.rf.3d7d5a7189ff4d4596806283a6d52cad.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-1607-_png.rf.3d61d28c8e77c9d86796874f46350d82.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-1239-_png.rf.3d4f4ab32485905692775c027cb8b494.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-789-_png.rf.3d5989b3d8d2082188e708f05405c8b7.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car-533-_png.rf.3d61b0939e0026a494aea29a1ab1c862.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-3239-_png.rf.3d4d7443e6c188faa23c472c6d9a2564.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-23-_png.rf.3d4bdef68090e0af2834ae83029eed0d.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-42-_png.rf.3d7622f4b4fb5ff597c87f5e01a5d2a9.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
